product_id,product_name,product_category,brand,launch_date,price,cost,supplier_id,stock_quantity,rating,warranty_period
PROD-NK101,Regular Jacket Elite 419,Apparel,Forever 21,2023-06-08,297.93,235.05,SUP00491,529,3.3,5
PROD-XP865,Deluxe Blender Max 373,Home & Garden,Philips,2015-05-18,168.95,109.54,SUP00401,202,3.6,12
PROD-XS696,Wireless Camera Pro 842,Electronics,HP,2018-02-09,752.75,591.62,SUP00112,760,4.9,28
PROD-CH341,Slim Fit Jacket X 615,Apparel,Zara,2020-07-16,78.47,52.69,SUP00423,83,4.7,2
PROD-QT807,Premium Shirt Series 681,Apparel,Under Armour,2016-05-30,156.68,120.57,SUP00352,422,4.8,4
PROD-JL289,Compact Cabinet Series 375,Furniture,Pottery Barn,2021-09-04,2502.27,1985.84,SUP00225,394,3.5,23
PROD-AC268,Digital Router X 781,Electronics,LG,2015-10-11,876.76,652.57,SUP00307,250,4.5,7
PROD-GZ798,Compact Mixer X 703,Home & Garden,Cuisinart,2023-04-21,188.83,141.35,SUP00151,1398,4.7,17
PROD-LZ113,Casual Sneakers Pro 177,Apparel,Zara,2017-05-14,300.0,193.12,SUP00193,1091,4.4,2
PROD-FP710,4K Printer Plus 324,Electronics,Samsung,2020-10-07,504.96,350.53,SUP00240,562,3.8,25
PROD-JW238,Wireless Smartphone Model 596,Electronics,LG,2017-12-18,1305.31,1083.48,SUP00216,60,3.9,32
PROD-YX543,Elite Gloves Model 777,Sports,Adidas,2015-10-18,623.32,479.21,SUP00425,219,3.7,7
PROD-ZE380,Sport Dress Plus 221,Apparel,Levi's,2017-04-14,300.0,251.53,SUP00144,1425,4.3,4
PROD-XI659,Compact Iron X 832,Home & Garden,Philips,2021-08-17,356.23,278.97,SUP00236,323,3.3,13
PROD-MF272,Wireless Laptop Series 724,Electronics,Apple,2022-11-14,600.66,404.6,SUP00441,372,4.5,10
PROD-UI494,Introduction to Business,Books,Wiley,2016-12-30,50.84,34.75,SUP00419,554,4.2,0
PROD-WX845,4K Speaker Series 724,Electronics,Lenovo,2023-05-04,775.88,586.85,SUP00197,869,4.4,33
PROD-ZH743,Classic T-Shirt Edition 251,Apparel,Zara,2024-05-10,222.21,144.29,SUP00397,644,4.8,2
PROD-MG770,Essential Iron X 704,Home & Garden,Rubbermaid,2015-04-07,352.66,253.23,SUP00227,30,4.6,11
PROD-WN348,Smart Fan Pro 596,Home & Garden,Dyson,2022-01-30,304.66,228.84,SUP00072,443,4.0,21
PROD-LE521,Competition Treadmill Max 966,Sports,Callaway,2017-10-29,800.0,601.03,SUP00062,788,3.5,11
PROD-VL402,Introduction to Art,Books,Pearson,2021-03-21,40.16,25.97,SUP00373,397,4.8,0
PROD-FM372,Deluxe Coffee Maker Max 431,Home & Garden,Philips,2016-05-22,251.89,163.5,SUP00131,126,3.7,22
PROD-YH463,Essential Trimmer Elite 340,Home & Garden,Dyson,2015-08-01,162.26,129.2,SUP00389,1120,4.2,9
PROD-ED170,Pro Printer Elite 205,Electronics,Dell,2023-10-31,1103.24,701.21,SUP00409,768,4.4,13
PROD-AZ212,Classic Sneakers Plus 463,Apparel,Puma,2016-08-18,165.74,117.84,SUP00084,146,4.4,5
PROD-YL328,Wireless Router Plus 809,Electronics,Lenovo,2019-09-25,1288.96,1034.6,SUP00463,221,4.0,32
PROD-ZH559,Regular Shirt Edition 114,Apparel,Adidas,2020-01-26,135.52,103.11,SUP00074,321,4.0,2
PROD-YY284,Smart Laptop Model 465,Electronics,Apple,2020-03-07,1246.12,999.52,SUP00247,185,2.1,35
PROD-UM247,Training Helmet Series 655,Sports,Wilson,2020-11-18,608.84,496.97,SUP00229,144,4.2,12
PROD-LO433,Contemporary Cabinet Max 283,Furniture,Wayfair,2021-05-19,1787.89,1278.06,SUP00270,98,4.5,45
PROD-HZ365,4K Laptop Plus 186,Electronics,HP,2019-10-20,579.53,481.47,SUP00411,544,4.2,6
PROD-YI681,Rustic Ottoman X 153,Furniture,West Elm,2018-06-06,2891.77,2397.01,SUP00468,127,4.4,23
PROD-HZ272,Classic Jeans Edition 194,Apparel,Nike,2020-06-27,300.0,212.51,SUP00338,396,4.6,0
PROD-HS837,Classic Chair Edition 303,Furniture,Wayfair,2021-12-14,798.76,562.56,SUP00047,338,4.1,18
PROD-GR694,Comfort Pants Max 424,Apparel,Zara,2019-12-05,63.95,49.58,SUP00306,432,4.9,1
PROD-PT384,Training Gloves Pro 564,Sports,Adidas,2023-07-25,712.29,569.69,SUP00025,286,4.2,12
PROD-VV588,Ultra Router Plus 689,Electronics,Sony,2016-01-01,561.62,456.14,SUP00291,656,2.9,31
PROD-LP717,Wireless Speaker Max 753,Electronics,Asus,2017-06-06,347.86,211.29,SUP00007,349,4.4,25
PROD-LW884,Compact Desk Series 333,Furniture,Havertys,2021-09-28,1149.94,746.77,SUP00279,449,4.8,43
PROD-IV723,Deluxe Trimmer X 146,Home & Garden,OXO,2017-12-20,279.59,201.23,SUP00482,422,3.9,13
PROD-TC822,Ultra Printer Pro 188,Electronics,Samsung,2020-08-23,2000.0,1655.61,SUP00390,1342,1.6,8
PROD-TD767,Eco Mixer Plus 619,Home & Garden,Philips,2018-02-02,316.27,223.69,SUP00025,300,4.6,9
PROD-KG867,Pro Router Pro 898,Electronics,HP,2019-05-16,569.41,380.53,SUP00124,56,4.1,23
PROD-OZ759,Premium Monitor Edition 958,Electronics,LG,2017-05-26,1380.56,936.72,SUP00231,544,4.0,22
PROD-IZ109,Smart Tablet Plus 780,Electronics,Canon,2021-05-07,2000.0,1251.96,SUP00497,247,4.5,19
PROD-FQ966,Executive Bench Pro 744,Furniture,Wayfair,2024-02-04,1771.19,1384.77,SUP00177,144,4.6,48
PROD-JX633,Training Yoga Mat Model 836,Sports,Adidas,2021-01-05,800.0,533.11,SUP00100,159,3.7,5
PROD-QU834,Modern Desk X 312,Furniture,IKEA,2020-03-25,1285.5,892.22,SUP00274,422,4.6,43
PROD-RM112,Pro Golf Club X 931,Sports,Wilson,2016-01-25,578.71,417.85,SUP00144,246,4.4,11
PROD-AX429,Compact Dresser Model 280,Furniture,Wayfair,2022-09-15,1316.99,858.77,SUP00250,387,3.1,47
PROD-CB547,4K Speaker Edition 296,Electronics,HP,2018-01-09,1345.8,953.05,SUP00467,423,4.7,15
PROD-LN477,Training Treadmill Model 235,Sports,Adidas,2018-05-07,271.15,194.27,SUP00238,548,3.4,6
PROD-HB533,A Guide to Science,Books,Pearson,2024-10-25,28.51,22.05,SUP00301,417,4.3,0
PROD-EJ864,Outdoor Yoga Mat Edition 940,Sports,Yonex,2019-08-08,800.0,530.33,SUP00440,298,4.9,6
PROD-ZZ236,Pro Monitor Max 725,Electronics,Dell,2022-10-20,1155.32,698.05,SUP00082,338,4.1,8
PROD-DN679,Complete Cooking,Books,Scholastic,2024-12-09,32.5,27.22,SUP00341,265,3.6,0
PROD-YX249,Practical Travel,Books,HarperCollins,2015-11-08,60.0,39.5,SUP00467,126,3.6,0
PROD-UU579,Performance Tennis Racket Model 795,Sports,Nike,2023-03-31,670.11,475.72,SUP00092,368,4.1,11
PROD-QE425,Vintage Cabinet Model 815,Furniture,West Elm,2024-10-13,657.86,472.22,SUP00053,420,3.4,36
PROD-LC589,Ultra Camera Series 690,Electronics,Dell,2023-04-19,574.13,396.95,SUP00021,263,3.4,36
PROD-ZH811,Digital Smartphone Pro 683,Electronics,Nikon,2024-02-09,1134.17,725.88,SUP00265,465,3.9,19
PROD-BT232,Luxury Bookshelf Pro 187,Furniture,West Elm,2024-07-09,2139.12,1564.86,SUP00160,499,4.8,15
PROD-MS612,Pro Bicycle X 620,Sports,Adidas,2024-05-05,335.76,208.6,SUP00401,1027,4.3,7
PROD-YM237,Sport Boots Pro 708,Apparel,Uniqlo,2021-06-25,119.29,98.37,SUP00268,424,4.5,4
PROD-XE770,Executive Bookshelf Series 428,Furniture,IKEA,2020-07-18,1276.46,814.35,SUP00204,78,3.9,53
PROD-LC981,Slim Fit Dress Max 184,Apparel,Zara,2015-09-15,187.06,114.51,SUP00276,190,4.4,1
PROD-GC439,Heavy Duty Heater X 609,Home & Garden,Philips,2021-03-07,500.0,356.09,SUP00053,242,4.6,21
PROD-XH414,Pro Monitor Pro 500,Electronics,Asus,2016-07-08,1060.29,811.37,SUP00235,262,4.5,13
PROD-FV954,Premium Coffee Maker Max 189,Home & Garden,Scotts,2018-08-11,500.0,392.15,SUP00284,227,3.3,10
PROD-ZQ251,Training Golf Club Elite 270,Sports,The North Face,2017-07-19,519.8,349.33,SUP00306,277,4.6,4
PROD-UK661,Premium Vacuum Plus 346,Home & Garden,Bosch,2022-04-12,381.91,241.18,SUP00499,210,4.2,13
PROD-IR104,Smart Iron Max 441,Home & Garden,Dyson,2016-01-10,500.0,401.93,SUP00334,993,3.0,11
PROD-IZ997,Formal Boots Series 849,Apparel,H&M,2020-04-08,135.69,95.6,SUP00212,1186,4.4,3
PROD-EU786,Vintage Table Plus 761,Furniture,Pottery Barn,2021-08-12,2150.2,1596.38,SUP00095,421,4.3,37
PROD-VN346,HD TV Max 691,Electronics,Asus,2019-12-02,693.73,510.42,SUP00187,362,4.8,8
PROD-BG856,Heavy Duty Mixer Series 605,Home & Garden,Black+Decker,2018-11-11,202.42,165.81,SUP00116,757,4.2,8
PROD-GX253,Premium Smartphone Pro 998,Electronics,Nikon,2015-06-12,760.05,588.77,SUP00005,84,2.9,23
PROD-QH239,Compact Bed Pro 945,Furniture,Havertys,2017-12-30,1815.65,1276.61,SUP00313,433,4.5,22
PROD-XK948,Deluxe Lawn Mower Max 481,Home & Garden,Rubbermaid,2015-05-28,226.11,148.89,SUP00388,548,4.2,21
PROD-ZG735,Pro Speaker Model 171,Electronics,Lenovo,2018-10-15,500.98,394.71,SUP00170,141,4.6,16
PROD-LN976,Classic Pants X 679,Apparel,H&M,2015-07-12,213.63,132.6,SUP00419,222,4.7,4
PROD-VA488,Classic Jacket Pro 882,Apparel,Gap,2016-08-14,95.34,76.53,SUP00080,410,2.5,4
PROD-EJ780,Smart Vacuum Max 385,Home & Garden,Miracle-Gro,2021-01-11,183.72,144.69,SUP00009,418,2.8,10
PROD-ZY250,Comfort Jacket Edition 425,Apparel,Forever 21,2020-01-12,112.82,88.16,SUP00208,183,3.7,0
PROD-UZ334,Pro Camera Elite 771,Electronics,Canon,2023-06-04,257.65,188.16,SUP00284,285,4.3,17
PROD-LT718,Ultra Tablet Plus 170,Electronics,Apple,2020-11-11,757.31,575.32,SUP00034,58,4.4,17
PROD-KB948,Formal Dress X 640,Apparel,H&M,2017-06-14,242.47,169.31,SUP00116,407,4.8,0
PROD-HC771,Regular Dress Max 132,Apparel,Gap,2018-12-31,99.94,80.82,SUP00136,314,4.6,4
PROD-HS939,Wireless Laptop Pro 473,Electronics,Samsung,2017-12-10,1855.85,1572.62,SUP00097,1306,4.7,7
PROD-TV435,A Guide to Cooking,Books,Wiley,2016-08-15,16.42,10.03,SUP00295,1007,4.3,0
PROD-SV102,Practical Travel,Books,Simon & Schuster,2021-12-09,52.87,34.57,SUP00028,367,4.0,0
PROD-TS275,Elite Treadmill Series 684,Sports,Adidas,2021-08-20,468.39,354.04,SUP00110,288,3.6,10
PROD-JY127,Outdoor Golf Club Max 471,Sports,Columbia,2016-04-24,800.0,577.6,SUP00346,949,4.6,8
PROD-SU839,Formal T-Shirt Max 577,Apparel,Gap,2020-12-19,128.77,81.51,SUP00204,351,3.6,3
PROD-GM293,Slim Fit Shoes X 778,Apparel,Under Armour,2020-01-10,109.08,68.24,SUP00480,252,4.0,0
PROD-GO206,Premium Sneakers Max 375,Apparel,Nike,2020-09-17,111.75,77.62,SUP00275,95,4.6,0
PROD-FT308,Wireless Laptop Edition 835,Electronics,Asus,2015-09-11,924.57,707.14,SUP00117,137,3.2,24
PROD-EV946,Digital Router Pro 792,Electronics,Lenovo,2017-12-11,2000.0,1391.01,SUP00477,425,4.2,27
PROD-IW943,Classic Ottoman Model 212,Furniture,IKEA,2020-02-20,1060.22,896.72,SUP00457,373,3.3,37
PROD-AZ927,Mastering History,Books,Pearson,2019-05-17,18.5,13.32,SUP00015,71,4.5,0
PROD-YC926,Practical Technology,Books,HarperCollins,2024-01-10,32.64,24.1,SUP00388,135,4.7,0
PROD-LW766,Professional Vacuum X 783,Home & Garden,Scotts,2023-05-18,194.22,150.53,SUP00200,155,4.5,12
PROD-QH771,Contemporary Desk Max 151,Furniture,Wayfair,2019-10-26,1590.01,1264.53,SUP00182,137,4.5,26
PROD-WR644,Slim Fit Shirt Model 413,Apparel,Forever 21,2016-02-04,53.74,39.6,SUP00429,453,4.5,5
PROD-RF938,Slim Fit Sneakers Model 512,Apparel,Under Armour,2017-08-03,262.33,217.39,SUP00014,500,3.0,0
PROD-AH580,Essential History,Books,Hachette,2016-04-21,24.73,19.8,SUP00458,321,4.2,0
PROD-TI288,Training Tennis Racket Series 716,Sports,Adidas,2015-05-06,667.4,518.74,SUP00047,161,2.4,10
PROD-RP330,Executive Cabinet Edition 831,Furniture,Ethan Allen,2023-11-10,2625.91,1630.24,SUP00123,573,3.7,17
PROD-EU956,Elite Bicycle Edition 599,Sports,Spalding,2024-09-01,241.07,176.26,SUP00120,176,4.8,7
PROD-AU157,Heavy Duty Heater Pro 679,Home & Garden,Rubbermaid,2022-08-02,197.84,119.8,SUP00260,30,4.4,21
PROD-KW547,Slim Fit Jeans Elite 322,Apparel,Uniqlo,2015-03-30,151.2,98.2,SUP00139,673,4.8,2
PROD-UG494,Modern Bench Elite 197,Furniture,Crate & Barrel,2019-09-24,2787.4,1674.02,SUP00165,183,4.2,18
PROD-AT725,Contemporary Cabinet Plus 461,Furniture,Crate & Barrel,2020-11-12,1852.45,1366.92,SUP00218,66,3.7,20
PROD-IM395,4K Printer Series 582,Electronics,Nikon,2024-10-27,498.5,322.13,SUP00216,547,4.0,22
PROD-MT195,Premium Jacket Elite 143,Apparel,H&M,2017-11-03,174.48,109.41,SUP00136,985,4.3,2
PROD-UB420,Ultra Router Edition 313,Electronics,Sony,2017-10-28,1243.32,807.82,SUP00185,407,4.0,16
PROD-HJ424,Training Gloves X 466,Sports,Columbia,2021-10-24,288.91,218.26,SUP00008,611,4.5,8
PROD-NJ842,Classic Dresser Pro 149,Furniture,La-Z-Boy,2020-03-25,2101.76,1274.04,SUP00355,548,4.4,26
PROD-MO389,Classic Sweater Edition 683,Apparel,Adidas,2019-10-28,133.0,83.38,SUP00115,360,3.7,5
PROD-HK644,HD TV Elite 160,Electronics,Canon,2015-02-01,770.19,535.44,SUP00419,1700,4.0,25
PROD-PF829,Pro Headphones Elite 998,Electronics,Dell,2016-08-17,490.27,361.54,SUP00158,415,3.7,25
PROD-ZP844,Comfort Jacket Series 931,Apparel,Forever 21,2018-11-11,233.91,185.05,SUP00003,884,4.7,5
PROD-KY879,Slim Fit Shirt Elite 752,Apparel,Gap,2017-01-30,235.45,163.15,SUP00112,188,4.6,3
PROD-VI778,Contemporary Dresser Elite 780,Furniture,Ethan Allen,2019-03-07,3000.0,2354.2,SUP00034,340,3.7,30
PROD-KW229,Comfort Shirt Edition 273,Apparel,Under Armour,2024-11-12,300.0,194.62,SUP00096,508,3.5,1
PROD-TB917,Luxury Cabinet Plus 735,Furniture,Rooms To Go,2021-09-18,1183.14,792.21,SUP00316,1025,4.9,44
PROD-XA458,Eco Vacuum Series 393,Home & Garden,KitchenAid,2017-07-21,445.45,355.83,SUP00034,274,4.1,11
PROD-TW213,HD Laptop Plus 684,Electronics,LG,2017-12-06,640.87,464.93,SUP00497,276,4.0,31
PROD-UG809,Contemporary Table Elite 747,Furniture,Rooms To Go,2024-01-07,742.13,597.32,SUP00322,204,4.4,19
PROD-QO370,Sport Jeans Model 113,Apparel,H&M,2019-10-24,134.83,113.51,SUP00361,996,4.0,4
PROD-EG922,Indoor Helmet Series 892,Sports,Nike,2020-04-28,327.53,236.03,SUP00366,163,3.4,7
PROD-EN655,Comfort Jeans X 557,Apparel,Zara,2020-09-08,110.9,80.37,SUP00014,471,4.7,6
PROD-ZG533,Pro Headphones Series 842,Electronics,Lenovo,2021-10-15,2000.0,1520.67,SUP00367,248,4.5,27
PROD-PD968,Indoor Helmet Model 896,Sports,The North Face,2023-12-06,273.18,170.95,SUP00181,353,4.7,12
PROD-CC950,Training Golf Club Elite 592,Sports,Yonex,2015-02-18,376.49,285.17,SUP00128,1056,4.0,8
PROD-RV500,Classic Bed Model 205,Furniture,Havertys,2018-12-28,2738.34,2029.15,SUP00218,180,4.9,38
PROD-LA867,Wireless Camera Elite 813,Electronics,Nikon,2017-11-22,1769.71,1193.58,SUP00141,465,3.9,22
PROD-JQ414,Rustic Sofa Edition 628,Furniture,La-Z-Boy,2015-12-21,2848.8,1835.68,SUP00350,223,4.3,56
PROD-KO294,Formal Sneakers Series 905,Apparel,Levi's,2021-04-06,300.0,203.48,SUP00203,164,4.0,2
PROD-SR446,Ultra Camera Edition 426,Electronics,Samsung,2017-11-26,589.98,396.64,SUP00351,103,4.3,15
PROD-ZU492,Sport Sneakers Plus 479,Apparel,Zara,2018-03-09,233.14,158.58,SUP00032,487,3.7,6
PROD-GI993,Outdoor Tennis Racket Elite 129,Sports,Wilson,2022-05-20,424.14,301.26,SUP00077,51,4.1,10
PROD-GZ731,Vintage Sofa Elite 443,Furniture,Wayfair,2017-09-27,1302.89,1050.55,SUP00239,79,3.2,55
PROD-EF335,Pro Router Pro 553,Electronics,Canon,2018-11-15,882.92,584.92,SUP00450,105,4.8,12
PROD-CI834,Performance Helmet Series 490,Sports,Wilson,2021-06-26,480.42,343.34,SUP00038,374,3.9,12
PROD-MR101,Heavy Duty Heater Pro 891,Home & Garden,KitchenAid,2024-11-14,498.74,321.16,SUP00245,218,2.6,13
PROD-KM168,Rustic Table Series 172,Furniture,Ashley,2018-12-29,1049.1,651.4,SUP00296,596,4.6,20
PROD-QK392,Slim Fit Sweater Series 632,Apparel,Nike,2015-07-21,75.29,45.72,SUP00208,188,4.7,1
PROD-VF526,HD Speaker X 258,Electronics,Sony,2024-12-29,936.07,600.54,SUP00349,96,4.3,22
PROD-IC242,Smart Vacuum X 376,Home & Garden,Rubbermaid,2019-10-30,203.98,169.61,SUP00140,673,4.4,21
PROD-YK846,Essential Heater Edition 801,Home & Garden,Black+Decker,2015-08-13,150.61,125.47,SUP00030,451,3.6,20
PROD-OC747,Indoor Dumbbell Set Model 342,Sports,TaylorMade,2024-12-28,454.69,377.66,SUP00064,507,3.8,3
PROD-UN371,Smart Fan Series 266,Home & Garden,Scotts,2020-04-22,320.78,246.49,SUP00438,351,4.7,13
PROD-NR396,Pro Tablet Model 860,Electronics,HP,2018-12-30,339.07,262.22,SUP00305,539,4.1,6
PROD-GI794,Luxury Bed Plus 331,Furniture,Ethan Allen,2021-11-23,855.62,623.13,SUP00224,227,4.8,59
PROD-VA497,Regular Shirt Plus 594,Apparel,Zara,2023-03-24,86.51,70.19,SUP00316,179,4.7,2
PROD-GZ732,All-Weather Treadmill Plus 737,Sports,Callaway,2016-12-29,471.15,286.32,SUP00389,274,4.4,10
PROD-VK863,Classic Pants Pro 912,Apparel,Puma,2018-08-25,109.83,78.35,SUP00377,526,4.2,5
PROD-DN474,Rustic Ottoman X 655,Furniture,Rooms To Go,2020-08-29,934.9,770.57,SUP00105,476,4.5,22
PROD-KF471,Classic Sofa Series 391,Furniture,West Elm,2019-02-24,3000.0,2425.7,SUP00387,373,4.9,33
PROD-WM897,Professional Toaster Max 372,Home & Garden,Scotts,2019-05-31,323.35,247.14,SUP00379,603,2.8,6
PROD-PJ651,Deluxe Mixer Series 985,Home & Garden,Dyson,2024-04-29,257.88,192.46,SUP00447,62,3.1,20
PROD-KS301,Eco Toaster Model 302,Home & Garden,Bosch,2017-03-16,188.9,157.72,SUP00262,105,4.1,10
PROD-IF308,Casual T-Shirt Series 707,Apparel,Adidas,2021-11-08,162.58,114.05,SUP00129,243,4.5,0
PROD-TG571,Vintage Bed Max 942,Furniture,Ashley,2022-07-30,1763.28,1381.43,SUP00252,787,4.9,52
PROD-TD790,Digital Router Series 335,Electronics,Dell,2021-04-17,799.76,497.53,SUP00047,963,4.5,31
PROD-UI187,Luxury Bench Max 857,Furniture,La-Z-Boy,2020-06-25,1071.53,812.63,SUP00360,679,4.1,42
PROD-YM736,Professional Toaster Pro 871,Home & Garden,Dyson,2016-04-24,191.13,128.42,SUP00424,117,4.2,13
PROD-XH158,Smart Heater Elite 838,Home & Garden,Black+Decker,2018-11-12,358.96,274.58,SUP00210,788,2.9,11
PROD-IZ780,Smart Camera Plus 767,Electronics,Nikon,2016-09-30,417.98,346.15,SUP00269,122,3.6,22
PROD-TX715,Essential Vacuum Max 530,Home & Garden,Scotts,2023-08-04,379.09,309.94,SUP00037,314,4.6,22
PROD-LJ172,Regular Dress Elite 385,Apparel,Gap,2018-07-06,199.3,130.0,SUP00085,148,4.3,1
PROD-DL873,Classic Dress Model 965,Apparel,Gap,2018-06-07,93.02,71.65,SUP00305,257,4.3,1
PROD-NM878,Rustic Desk Series 547,Furniture,Ashley,2023-05-31,769.1,605.96,SUP00074,308,3.3,36
PROD-IK566,HD Monitor Plus 425,Electronics,Nikon,2015-11-20,1211.31,784.13,SUP00488,237,4.4,19
PROD-GC739,4K Camera Elite 650,Electronics,Asus,2018-03-17,802.97,650.31,SUP00389,209,4.1,30
PROD-JP512,Pro Laptop Series 748,Electronics,Asus,2021-04-20,665.37,465.47,SUP00109,520,4.5,32
PROD-JS641,Mastering Fiction,Books,Penguin,2018-01-09,50.76,36.65,SUP00120,473,4.0,0
PROD-KR220,Digital Headphones Max 574,Electronics,Nikon,2022-11-16,803.33,674.3,SUP00422,147,4.3,11
PROD-BT324,Premium Fan Elite 792,Home & Garden,Rubbermaid,2020-12-06,237.63,187.26,SUP00077,175,3.5,22
PROD-OM968,Wireless Laptop Max 207,Electronics,Lenovo,2020-09-13,1092.72,849.59,SUP00356,472,4.8,24
PROD-MN810,Compact Mixer Pro 245,Home & Garden,Bosch,2020-02-14,418.18,345.86,SUP00155,832,4.1,8
PROD-DS830,Pro Yoga Mat Plus 652,Sports,Nike,2017-11-11,414.11,327.79,SUP00168,325,4.4,3
PROD-AR103,Modern Chair Plus 395,Furniture,Wayfair,2015-09-27,1735.89,1247.21,SUP00332,619,2.7,55
PROD-MY465,Premium Coffee Maker Model 492,Home & Garden,Scotts,2021-04-23,384.44,240.78,SUP00474,117,3.7,12
PROD-JS554,Deluxe Blender Plus 975,Home & Garden,Philips,2019-01-14,500.0,365.28,SUP00150,330,3.1,9
PROD-TN977,Deluxe Lawn Mower Edition 331,Home & Garden,KitchenAid,2020-10-24,500.0,371.15,SUP00421,191,4.5,8
PROD-FP757,Ultra Camera Series 630,Electronics,Canon,2018-09-29,1174.86,881.74,SUP00453,302,4.0,17
PROD-SM802,Outdoor Gloves Model 203,Sports,TaylorMade,2021-11-24,414.91,283.97,SUP00494,472,4.6,5
PROD-GN628,Luxury Dresser Series 762,Furniture,La-Z-Boy,2015-11-18,1425.01,863.35,SUP00304,81,4.3,25
PROD-HA368,Pro Router X 390,Electronics,Canon,2021-09-25,1481.78,994.34,SUP00071,368,3.7,25
PROD-OR255,Premium Dress Model 705,Apparel,Zara,2015-02-19,175.49,146.24,SUP00424,83,2.8,2
PROD-RR350,Deluxe Coffee Maker X 752,Home & Garden,Scotts,2023-10-09,227.92,152.27,SUP00466,473,4.5,22
PROD-NJ924,Compact Blender Model 638,Home & Garden,Black+Decker,2023-04-17,288.27,238.57,SUP00149,386,4.8,7
PROD-HL475,HD Camera X 944,Electronics,Asus,2017-09-09,2000.0,1661.2,SUP00063,329,4.4,32
PROD-ZG159,Essential Heater Plus 939,Home & Garden,KitchenAid,2021-07-29,121.06,78.79,SUP00125,325,3.9,10
PROD-PF934,Rustic Chair Plus 273,Furniture,Havertys,2019-04-14,3000.0,2479.78,SUP00027,241,3.7,45
PROD-QV962,Professional Vacuum Series 221,Home & Garden,Miracle-Gro,2019-06-12,257.39,163.75,SUP00320,317,3.6,16
PROD-OE209,All-Weather Gloves Series 640,Sports,Yonex,2015-06-20,278.0,203.51,SUP00113,653,2.7,5
PROD-VB507,Comfort Sweater Max 276,Apparel,Puma,2015-05-01,300.0,253.81,SUP00468,104,4.2,2
PROD-QD592,Casual Jacket Plus 162,Apparel,Forever 21,2019-03-17,175.82,142.83,SUP00219,161,3.1,3
PROD-YL714,Vintage Chair Max 149,Furniture,La-Z-Boy,2019-04-27,2607.9,1726.64,SUP00466,241,4.2,19
PROD-TD704,Outdoor Bicycle Elite 551,Sports,The North Face,2016-07-04,294.71,239.6,SUP00494,177,4.1,11
PROD-QL950,Heavy Duty Heater Plus 897,Home & Garden,Miracle-Gro,2023-03-26,379.37,261.23,SUP00306,215,4.6,20
PROD-BO462,Pro Camera Elite 446,Electronics,Dell,2016-11-18,955.14,746.65,SUP00021,535,4.1,36
PROD-ZU919,Advanced Technology,Books,Scholastic,2018-04-15,60.0,42.13,SUP00366,48,3.6,0
PROD-CW938,HD Speaker Plus 443,Electronics,HP,2019-04-25,692.63,416.48,SUP00312,170,3.8,25
PROD-BY974,All-Weather Treadmill X 830,Sports,Spalding,2017-03-24,800.0,596.96,SUP00106,68,4.9,4
PROD-GH125,The Art,Books,Macmillan,2019-09-10,19.97,13.65,SUP00153,636,4.0,0
PROD-VV873,HD TV Plus 618,Electronics,HP,2022-02-18,927.74,591.39,SUP00173,85,4.6,34
PROD-TM884,Indoor Tennis Racket Model 956,Sports,Wilson,2023-08-13,530.22,426.02,SUP00234,277,4.4,4
PROD-VT183,Luxury Chair Edition 365,Furniture,Ethan Allen,2020-05-03,2380.22,1550.9,SUP00174,758,4.4,23
PROD-ZN652,Sport Sneakers Model 774,Apparel,H&M,2023-01-07,257.84,193.99,SUP00162,101,4.3,3
PROD-OY208,Pro Smartphone Max 995,Electronics,Asus,2022-07-15,1480.06,1257.6,SUP00084,153,3.3,29
PROD-ZP612,Luxury Bench Elite 493,Furniture,Ashley,2015-12-14,885.76,541.28,SUP00480,725,3.2,43
PROD-ZY122,Deluxe Fan Plus 773,Home & Garden,Rubbermaid,2021-09-28,500.0,370.19,SUP00330,1633,3.2,12
PROD-KS165,Modern Ottoman Elite 743,Furniture,Pottery Barn,2016-01-03,1482.64,1081.41,SUP00192,1393,2.9,29
PROD-QR993,4K Tablet Elite 309,Electronics,Lenovo,2024-09-13,656.96,549.67,SUP00067,183,2.8,10
PROD-DG484,Luxury Bookshelf Max 882,Furniture,Pottery Barn,2021-10-27,925.51,634.36,SUP00344,625,3.4,52
PROD-IC330,All-Weather Yoga Mat Pro 147,Sports,Adidas,2016-06-04,212.26,133.64,SUP00265,37,2.5,8
PROD-GG866,Elite Football Plus 156,Sports,Yonex,2017-03-26,301.38,247.15,SUP00187,346,4.6,3
PROD-DZ905,4K Monitor Elite 929,Electronics,HP,2023-09-26,1826.05,1490.66,SUP00210,705,4.9,29
PROD-WV950,Vintage Bench Elite 481,Furniture,Rooms To Go,2019-02-16,677.11,409.6,SUP00296,598,3.8,27
PROD-NL450,Professional Heater Max 869,Home & Garden,KitchenAid,2015-02-18,257.5,185.03,SUP00331,214,4.5,18
PROD-YN191,Vintage Table Series 639,Furniture,West Elm,2019-03-30,948.73,587.48,SUP00367,491,4.7,51
PROD-EI994,Premium Coffee Maker Plus 403,Home & Garden,Dyson,2019-06-30,246.8,153.2,SUP00162,492,3.5,15
PROD-EC423,Deluxe Vacuum Max 985,Home & Garden,Black+Decker,2024-09-11,276.47,183.8,SUP00311,327,4.7,10
PROD-FS200,Regular Boots Elite 511,Apparel,Under Armour,2023-05-06,171.98,126.96,SUP00402,462,3.5,5
