transaction_id,transaction_date,department,transaction_type,description,amount,currency,profit_margin,cost_center,payment_method,approval_status
TXN-109303,2024-03-17,Operations,Expense,Office Rent,4075.49,USD,,CC-OPS-01,Bank Transfer,Approved
TXN-126297,2024-03-17,Sales,Revenue,Product Sales,10388.37,INR,0.59,CC-SALES-01,Bank Transfer,Approved
TXN-117186,2024-03-17,Marketing,Expense,Social Media Ads,4535.1,USD,,CC-MKT-03,Bank Transfer,Pending
TXN-108388,2024-03-17,Operations,Revenue,Service Fees,17224.96,EUR,0.66,CC-OPS-03,Bank Transfer,Approved
TXN-123611,2024-03-17,Operations,Expense,Maintenance,861.16,INR,,CC-OPS-01,UPI,Approved
TXN-116760,2024-03-17,Operations,Expense,Maintenance,194.31,USD,,CC-OPS-03,Credit,Approved
TXN-129316,2024-03-17,IT,Expense,Cybersecurity,55254.71,USD,,CC-IT-02,UPI,Pending
TXN-100334,2024-03-17,Operations,Revenue,Service Fees,7613.87,USD,0.36,CC-OPS-02,Bank Transfer,Approved
TXN-108373,2024-03-17,HR,Expense,Benefits,876.39,USD,,CC-HR-01,Credit,Approved
TXN-102483,2024-03-17,Operations,Expense,Maintenance,823.53,INR,,CC-OPS-01,UPI,Approved
TXN-101018,2024-03-17,HR,Expense,Training Programs,5554.94,INR,,CC-HR-02,Credit,Approved
TXN-125101,2024-03-17,IT,Expense,Cybersecurity,5295.9,USD,,CC-IT-02,Bank Transfer,Approved
TXN-128679,2024-03-17,Marketing,Revenue,Campaign Revenue,5066.69,USD,0.47,CC-MKT-03,Credit,Approved
TXN-102681,2024-03-17,Operations,Revenue,Consulting Revenue,10654.26,GBP,0.13,CC-OPS-03,Cash,Approved
TXN-118788,2024-03-17,HR,Expense,Payroll Taxes,2950.25,GBP,,CC-HR-02,Bank Transfer,Approved
TXN-129083,2024-03-17,Sales,Revenue,Contract Revenue,22003.2,GBP,0.66,CC-SALES-03,Bank Transfer,Approved
TXN-102475,2024-03-17,Operations,Expense,Maintenance,921.75,INR,,CC-OPS-02,Bank Transfer,Approved
TXN-105322,2024-03-17,Sales,Revenue,Contract Revenue,3762.62,USD,0.79,CC-SALES-03,Bank Transfer,Approved
TXN-118239,2024-03-17,Operations,Revenue,Operational Revenue,1856.73,GBP,0.25,CC-OPS-03,Credit,Approved
TXN-121000,2024-03-17,IT,Expense,Network Costs,5696.98,USD,,CC-IT-01,Cash,Approved
TXN-102181,2024-03-17,Marketing,Revenue,Event Revenue,1700.71,USD,0.51,CC-MKT-02,Bank Transfer,Approved
TXN-123489,2024-03-17,IT,Expense,Hardware Purchase,1363.98,USD,,CC-IT-01,Credit,Approved
TXN-117639,2024-03-17,Marketing,Revenue,Sponsorship Income,4754.72,EUR,0.45,CC-MKT-01,Bank Transfer,Approved
TXN-116508,2024-03-17,Sales,Revenue,Service Revenue,23696.98,USD,0.63,CC-SALES-03,Credit,Approved
TXN-110219,2024-03-17,Marketing,Expense,SEO Services,703.33,USD,,CC-MKT-01,Cash,Approved
TXN-101281,2024-03-17,Sales,Expense,Sales Commission,1138.44,USD,,CC-SALES-01,Credit,Approved
TXN-106370,2024-03-17,Marketing,Expense,Brand Development,3400.62,GBP,,CC-MKT-03,Bank Transfer,Approved
TXN-104484,2024-03-17,IT,Expense,Cloud Infrastructure,9301.04,USD,,CC-IT-02,UPI,Approved
TXN-105325,2024-03-17,Sales,Revenue,License Sales,2935.58,EUR,0.7,CC-SALES-02,Bank Transfer,Approved
TXN-100077,2024-03-17,HR,Expense,Recruitment Costs,8018.88,USD,,CC-HR-02,Bank Transfer,Approved
TXN-106817,2024-03-17,HR,Expense,Benefits,18248.06,USD,,CC-HR-01,Cash,Approved
TXN-124049,2024-03-17,HR,Expense,Recruitment Costs,6886.74,USD,,CC-HR-01,Credit,Approved
TXN-112536,2024-03-17,Sales,Revenue,License Sales,16758.77,INR,0.69,CC-SALES-03,Credit,Approved
TXN-104124,2024-03-17,Sales,Expense,Travel Expenses,205.15,GBP,,CC-SALES-03,Bank Transfer,Approved
TXN-108733,2024-03-17,Operations,Expense,Logistics Costs,292.73,USD,,CC-OPS-03,UPI,Approved
TXN-121406,2024-03-17,Operations,Revenue,Service Fees,48099.81,INR,0.47,CC-OPS-03,Bank Transfer,Approved
TXN-109555,2024-03-17,Sales,Expense,Sales Commission,1418.36,EUR,,CC-SALES-01,Bank Transfer,Approved
TXN-119927,2024-03-17,Sales,Expense,Trade Show Costs,4338.85,INR,,CC-SALES-02,Credit,Approved
TXN-112657,2024-03-17,HR,Expense,Benefits,7942.75,USD,,CC-HR-02,Bank Transfer,Pending
TXN-122973,2024-03-17,HR,Expense,Salaries,58652.66,USD,,CC-HR-02,Bank Transfer,Approved
TXN-100736,2024-03-17,Sales,Revenue,License Sales,461.34,USD,0.56,CC-SALES-01,Bank Transfer,Approved
TXN-129880,2024-03-17,Operations,Expense,Office Rent,867.56,USD,,CC-OPS-04,Credit,Approved
TXN-115857,2024-03-17,Marketing,Revenue,Event Revenue,8823.36,USD,0.44,CC-MKT-01,Bank Transfer,Approved
TXN-116553,2024-03-17,Marketing,Revenue,Affiliate Revenue,1481.16,INR,0.29,CC-MKT-01,UPI,Approved
TXN-101162,2024-03-17,IT,Expense,Network Costs,5192.42,GBP,,CC-IT-02,Bank Transfer,Rejected
TXN-111004,2024-03-17,Operations,Expense,Equipment Purchase,1882.25,EUR,,CC-OPS-03,UPI,Approved
TXN-119057,2024-03-17,Sales,Expense,Sales Commission,1314.51,USD,,CC-SALES-03,Bank Transfer,Approved
TXN-108115,2024-03-17,Sales,Revenue,Product Sales,5820.78,USD,0.57,CC-SALES-03,UPI,Approved
TXN-118057,2024-03-17,Operations,Expense,Logistics Costs,2497.9,USD,,CC-OPS-01,UPI,Approved
TXN-100671,2024-03-18,Operations,Expense,Equipment Purchase,2727.18,EUR,,CC-OPS-03,Credit,Pending
TXN-108391,2024-03-18,Operations,Expense,Utilities,578.86,GBP,,CC-OPS-04,Bank Transfer,Approved
TXN-123720,2024-03-18,HR,Expense,Benefits,1838.93,GBP,,CC-HR-02,Bank Transfer,Approved
TXN-122901,2024-03-18,Marketing,Expense,SEO Services,4689.33,INR,,CC-MKT-02,Bank Transfer,Pending
TXN-121427,2024-03-18,IT,Expense,Software Licenses,2763.24,USD,,CC-IT-02,Credit,Approved
TXN-112052,2024-03-18,Sales,Revenue,Subscription Revenue,4492.74,INR,0.54,CC-SALES-03,Bank Transfer,Approved
TXN-119186,2024-03-18,Sales,Revenue,License Sales,12851.7,EUR,0.57,CC-SALES-02,Credit,Approved
TXN-109070,2024-03-18,IT,Expense,Hardware Purchase,2082.09,USD,,CC-IT-02,Bank Transfer,Approved
TXN-115572,2024-03-18,HR,Expense,Recruitment Costs,10349.62,USD,,CC-HR-02,Bank Transfer,Approved
TXN-120318,2024-03-18,Operations,Expense,Utilities,830.18,USD,,CC-OPS-02,Bank Transfer,Approved
TXN-120405,2024-03-18,Operations,Revenue,Consulting Revenue,7042.24,USD,0.23,CC-OPS-02,Bank Transfer,Pending
TXN-127413,2024-03-18,Marketing,Revenue,Sponsorship Income,2413.13,USD,0.41,CC-MKT-02,UPI,Approved
TXN-118927,2024-03-18,HR,Expense,Salaries,10249.32,USD,,CC-HR-01,Bank Transfer,Pending
TXN-128890,2024-03-18,IT,Expense,Network Costs,6245.54,INR,,CC-IT-01,UPI,Approved
TXN-104738,2024-03-18,Sales,Expense,Sales Commission,2183.91,USD,,CC-SALES-02,UPI,Pending
TXN-104928,2024-03-18,Marketing,Revenue,Affiliate Revenue,2704.6,EUR,0.57,CC-MKT-02,Credit,Pending
TXN-111709,2024-03-18,IT,Expense,Network Costs,3483.5,USD,,CC-IT-02,Bank Transfer,Approved
TXN-126848,2024-03-18,Operations,Expense,Maintenance,1368.84,INR,,CC-OPS-01,Credit,Approved
TXN-120873,2024-03-18,Operations,Expense,Logistics Costs,6766.13,INR,,CC-OPS-01,Bank Transfer,Approved
TXN-102704,2024-03-18,Sales,Revenue,Product Sales,58505.16,INR,0.64,CC-SALES-02,UPI,Approved
TXN-110211,2024-03-18,HR,Expense,Employee Events,21404.14,INR,,CC-HR-01,Credit,Approved
TXN-123743,2024-03-18,Sales,Expense,Sales Tools,251.16,USD,,CC-SALES-01,Bank Transfer,Approved
TXN-125945,2024-03-18,Operations,Revenue,Consulting Revenue,5549.44,USD,0.46,CC-OPS-01,Bank Transfer,Approved
TXN-117778,2024-03-18,Sales,Revenue,Subscription Revenue,26345.52,EUR,0.65,CC-SALES-02,Cash,Approved
TXN-119154,2024-03-18,Operations,Expense,Supplies,13414.61,USD,,CC-OPS-02,Credit,Approved
TXN-102218,2024-03-18,IT,Expense,IT Support,1366.12,INR,,CC-IT-01,UPI,Approved
TXN-100709,2024-03-18,Sales,Revenue,Service Revenue,16899.42,INR,0.68,CC-SALES-01,Bank Transfer,Pending
TXN-118013,2024-03-18,Operations,Expense,Equipment Purchase,12262.88,INR,,CC-OPS-04,Bank Transfer,Pending
TXN-123196,2024-03-18,Sales,Revenue,Product Sales,2444.25,USD,0.59,CC-SALES-01,UPI,Approved
TXN-122475,2024-03-18,Sales,Revenue,Subscription Revenue,5554.15,EUR,0.57,CC-SALES-02,Bank Transfer,Pending
TXN-118423,2024-03-18,HR,Expense,Employee Events,2599.31,USD,,CC-HR-02,Bank Transfer,Approved
TXN-115692,2024-03-18,IT,Expense,IT Support,2487.04,GBP,,CC-IT-01,UPI,Approved
TXN-107761,2024-03-18,Sales,Revenue,Product Sales,13181.52,INR,0.72,CC-SALES-01,Bank Transfer,Approved
TXN-101712,2024-03-18,Sales,Revenue,Service Revenue,3823.2,USD,0.57,CC-SALES-01,Bank Transfer,Approved
TXN-128929,2024-03-18,HR,Expense,Employee Events,4226.28,EUR,,CC-HR-02,Bank Transfer,Approved
TXN-121774,2024-03-18,Operations,Revenue,Operational Revenue,3996.99,USD,0.49,CC-OPS-01,Bank Transfer,Rejected
TXN-104177,2024-03-18,Operations,Revenue,Operational Revenue,2723.08,INR,0.38,CC-OPS-04,Bank Transfer,Approved
TXN-119253,2024-03-18,Sales,Expense,Sales Tools,1778.59,USD,,CC-SALES-03,Bank Transfer,Pending
TXN-111069,2024-03-18,HR,Expense,Recruitment Costs,7932.25,USD,,CC-HR-02,Bank Transfer,Approved
TXN-123072,2024-03-18,IT,Expense,Hardware Purchase,16844.5,USD,,CC-IT-02,Bank Transfer,Approved
TXN-124268,2024-03-18,HR,Expense,Training Programs,12127.12,USD,,CC-HR-02,Bank Transfer,Approved
TXN-125587,2024-03-18,Operations,Expense,Supplies,1367.78,USD,,CC-OPS-04,Bank Transfer,Approved
TXN-123073,2024-03-18,Sales,Revenue,Subscription Revenue,1040.52,INR,0.61,CC-SALES-02,Bank Transfer,Approved
TXN-102556,2024-03-18,Operations,Revenue,Operational Revenue,1888.95,USD,0.31,CC-OPS-04,UPI,Approved
TXN-112081,2024-03-18,Operations,Expense,Supplies,549.52,GBP,,CC-OPS-04,Bank Transfer,Approved
TXN-129745,2024-03-18,HR,Expense,Salaries,6479.1,INR,,CC-HR-02,UPI,Approved
TXN-127564,2024-03-19,Operations,Revenue,Operational Revenue,14583.89,USD,0.48,CC-OPS-04,Bank Transfer,Approved
TXN-115804,2024-03-19,HR,Expense,Benefits,11582.53,GBP,,CC-HR-02,Bank Transfer,Pending
TXN-103100,2024-03-19,Sales,Expense,Travel Expenses,1898.61,INR,,CC-SALES-03,Bank Transfer,Approved
TXN-102914,2024-03-19,Sales,Revenue,License Sales,57997.91,EUR,0.73,CC-SALES-01,Credit,Approved
TXN-115373,2024-03-19,Sales,Expense,Travel Expenses,103.46,USD,,CC-SALES-03,UPI,Approved
TXN-113974,2024-03-19,Sales,Revenue,License Sales,16639.61,INR,0.76,CC-SALES-03,Bank Transfer,Approved
TXN-129171,2024-03-19,Sales,Expense,Sales Commission,637.55,USD,,CC-SALES-03,UPI,Pending
TXN-103758,2024-03-19,Sales,Revenue,Contract Revenue,25387.49,USD,0.55,CC-SALES-02,Credit,Approved
TXN-115429,2024-03-19,Operations,Revenue,Consulting Revenue,10014.07,USD,0.29,CC-OPS-02,UPI,Approved
TXN-101067,2024-03-19,Sales,Revenue,License Sales,16446.06,USD,0.67,CC-SALES-02,UPI,Approved
TXN-121531,2024-03-19,IT,Revenue,Cloud Services Revenue,1483.59,EUR,0.81,CC-IT-02,Bank Transfer,Approved
TXN-125465,2024-03-19,Marketing,Expense,Brand Development,6216.79,USD,,CC-MKT-01,UPI,Rejected
TXN-128950,2024-03-19,Operations,Expense,Utilities,3742.83,USD,,CC-OPS-03,Bank Transfer,Approved
TXN-121528,2024-03-19,IT,Expense,Cybersecurity,16015.05,USD,,CC-IT-02,UPI,Approved
TXN-124410,2024-03-19,Sales,Expense,Sales Commission,853.34,USD,,CC-SALES-03,Bank Transfer,Approved
TXN-120567,2024-03-19,Marketing,Expense,Social Media Ads,56225.01,INR,,CC-MKT-01,Bank Transfer,Pending
TXN-100797,2024-03-19,Sales,Expense,Client Entertainment,74.63,EUR,,CC-SALES-01,UPI,Approved
TXN-108067,2024-03-19,Operations,Expense,Logistics Costs,5168.69,EUR,,CC-OPS-02,UPI,Approved
TXN-106398,2024-03-19,Sales,Expense,Sales Tools,8743.4,INR,,CC-SALES-02,Credit,Approved
TXN-125734,2024-03-19,Sales,Revenue,Contract Revenue,10257.69,INR,0.55,CC-SALES-03,Bank Transfer,Pending
TXN-112641,2024-03-19,IT,Expense,Cybersecurity,7091.31,GBP,,CC-IT-01,Credit,Approved
TXN-126494,2024-03-19,Marketing,Revenue,Event Revenue,734.28,USD,0.41,CC-MKT-03,UPI,Approved
TXN-125287,2024-03-19,IT,Expense,Software Licenses,1225.48,USD,,CC-IT-01,UPI,Approved
TXN-102047,2024-03-19,HR,Expense,Benefits,13263.48,USD,,CC-HR-01,Credit,Approved
TXN-101539,2024-03-19,Operations,Expense,Equipment Purchase,653.98,USD,,CC-OPS-02,Bank Transfer,Approved
TXN-122723,2024-03-19,Sales,Revenue,License Sales,17716.89,INR,0.63,CC-SALES-01,Bank Transfer,Pending
TXN-128012,2024-03-19,IT,Expense,Software Licenses,8250.51,INR,,CC-IT-01,Credit,Approved
TXN-104477,2024-03-19,Sales,Revenue,Product Sales,5160.87,USD,0.62,CC-SALES-01,UPI,Approved
TXN-127048,2024-03-19,Marketing,Expense,Content Creation,6295.55,USD,,CC-MKT-02,Bank Transfer,Approved
TXN-127541,2024-03-19,Sales,Expense,Sales Tools,1671.16,USD,,CC-SALES-03,Bank Transfer,Approved
TXN-115156,2024-03-19,Operations,Expense,Equipment Purchase,8442.79,GBP,,CC-OPS-03,Credit,Approved
TXN-125148,2024-03-19,Sales,Revenue,Contract Revenue,1779.62,USD,0.78,CC-SALES-02,Bank Transfer,Rejected
TXN-128255,2024-03-19,HR,Expense,Benefits,24565.02,USD,,CC-HR-01,Credit,Approved
TXN-124229,2024-03-19,Marketing,Revenue,Affiliate Revenue,2883.86,INR,0.47,CC-MKT-02,Credit,Approved
TXN-106800,2024-03-19,Operations,Expense,Supplies,16378.58,USD,,CC-OPS-04,Credit,Approved
TXN-104568,2024-03-19,Operations,Expense,Maintenance,1911.22,USD,,CC-OPS-01,Credit,Approved
TXN-101273,2024-03-20,IT,Expense,Cybersecurity,8940.81,USD,,CC-IT-02,Cash,Approved
TXN-118980,2024-03-20,Sales,Expense,Sales Commission,1552.43,INR,,CC-SALES-01,Bank Transfer,Approved
TXN-120969,2024-03-20,HR,Expense,Recruitment Costs,53759.64,EUR,,CC-HR-01,Credit,Approved
TXN-108818,2024-03-20,Sales,Revenue,Service Revenue,563.51,USD,0.63,CC-SALES-01,Bank Transfer,Approved
TXN-120780,2024-03-20,Sales,Revenue,License Sales,24010.67,EUR,0.51,CC-SALES-03,Cash,Approved
TXN-115901,2024-03-20,Operations,Expense,Utilities,182.65,USD,,CC-OPS-01,Credit,Approved
TXN-126178,2024-03-20,Sales,Revenue,Contract Revenue,11336.2,GBP,0.59,CC-SALES-03,Bank Transfer,Pending
TXN-119352,2024-03-20,Marketing,Expense,Marketing Campaign,776.56,INR,,CC-MKT-03,UPI,Approved
TXN-118272,2024-03-20,Operations,Expense,Office Rent,4243.81,INR,,CC-OPS-02,Credit,Approved
TXN-108788,2024-03-20,IT,Expense,Cybersecurity,9150.04,USD,,CC-IT-02,Bank Transfer,Approved
TXN-105886,2024-03-20,IT,Expense,Cybersecurity,6136.09,GBP,,CC-IT-01,Bank Transfer,Approved
TXN-115764,2024-03-20,Sales,Revenue,Subscription Revenue,25476.9,INR,0.57,CC-SALES-03,Credit,Approved
TXN-109276,2024-03-20,Sales,Revenue,Subscription Revenue,16175.37,EUR,0.62,CC-SALES-01,Bank Transfer,Pending
TXN-125532,2024-03-20,Sales,Expense,Client Entertainment,2220.97,INR,,CC-SALES-02,Credit,Approved
TXN-110710,2024-03-20,Sales,Revenue,Service Revenue,14381.54,USD,0.72,CC-SALES-02,Credit,Rejected
TXN-107279,2024-03-20,Sales,Expense,Sales Tools,213.27,USD,,CC-SALES-02,Credit,Approved
TXN-126339,2024-03-20,IT,Expense,Software Licenses,12.84,INR,,CC-IT-01,Credit,Pending
TXN-108286,2024-03-20,HR,Expense,Recruitment Costs,92151.78,EUR,,CC-HR-01,UPI,Approved
TXN-119239,2024-03-20,Operations,Revenue,Consulting Revenue,981.2,INR,0.35,CC-OPS-01,Bank Transfer,Approved
TXN-117729,2024-03-20,IT,Expense,Software Licenses,7972.63,INR,,CC-IT-02,Credit,Approved
TXN-116444,2024-03-20,Sales,Revenue,License Sales,42835.68,USD,0.64,CC-SALES-02,Bank Transfer,Approved
TXN-104102,2024-03-20,Sales,Revenue,Product Sales,212.4,USD,0.53,CC-SALES-03,Credit,Pending
TXN-128725,2024-03-20,IT,Expense,Hardware Purchase,3564.73,USD,,CC-IT-01,Bank Transfer,Approved
TXN-100156,2024-03-20,HR,Expense,Training Programs,26915.71,INR,,CC-HR-02,Bank Transfer,Approved
TXN-125035,2024-03-20,Operations,Expense,Maintenance,8661.8,USD,,CC-OPS-03,Bank Transfer,Approved
TXN-113396,2024-03-20,Sales,Revenue,License Sales,140.82,INR,0.62,CC-SALES-01,Bank Transfer,Approved
TXN-124730,2024-03-20,IT,Expense,Cybersecurity,7373.73,INR,,CC-IT-02,UPI,Approved
TXN-110314,2024-03-20,Sales,Revenue,License Sales,17424.42,USD,0.67,CC-SALES-01,UPI,Approved
TXN-124759,2024-03-20,IT,Expense,IT Support,21408.46,USD,,CC-IT-02,Credit,Approved
TXN-118177,2024-03-20,HR,Expense,Salaries,51271.45,USD,,CC-HR-02,Credit,Approved
TXN-111465,2024-03-20,Sales,Expense,Client Entertainment,7332.3,USD,,CC-SALES-03,Bank Transfer,Approved
TXN-109491,2024-03-20,Sales,Revenue,Product Sales,6249.81,INR,0.57,CC-SALES-03,Bank Transfer,Approved
TXN-105815,2024-03-20,Sales,Revenue,Subscription Revenue,300.39,USD,0.76,CC-SALES-03,Bank Transfer,Approved
TXN-128951,2024-03-20,HR,Expense,Salaries,50640.31,USD,,CC-HR-02,Bank Transfer,Approved
TXN-117003,2024-03-20,Marketing,Expense,Brand Development,738.63,INR,,CC-MKT-02,Bank Transfer,Approved
TXN-124172,2024-03-20,Sales,Expense,Sales Tools,1246.89,INR,,CC-SALES-01,Credit,Approved
TXN-128733,2024-03-20,Marketing,Expense,Advertising Spend,872.85,USD,,CC-MKT-01,UPI,Pending
TXN-111800,2024-03-20,Sales,Expense,Travel Expenses,680.38,USD,,CC-SALES-01,UPI,Approved
TXN-121529,2024-03-20,Sales,Expense,Client Entertainment,2147.65,USD,,CC-SALES-01,Cash,Approved
TXN-102480,2024-03-20,Operations,Expense,Supplies,947.01,INR,,CC-OPS-01,Bank Transfer,Approved
TXN-109727,2024-03-20,Operations,Expense,Supplies,3596.09,USD,,CC-OPS-03,Bank Transfer,Approved
TXN-100220,2024-03-20,Operations,Revenue,Operational Revenue,493.92,GBP,0.45,CC-OPS-02,Bank Transfer,Approved
TXN-105799,2024-03-20,Sales,Expense,Sales Commission,508.0,INR,,CC-SALES-01,Credit,Approved
TXN-124937,2024-03-20,IT,Expense,Cloud Infrastructure,22059.47,USD,,CC-IT-01,Bank Transfer,Approved
TXN-121366,2024-03-20,IT,Expense,Cloud Infrastructure,6104.51,INR,,CC-IT-01,Bank Transfer,Approved
TXN-116750,2024-03-20,HR,Expense,Training Programs,1785.66,USD,,CC-HR-01,UPI,Approved
TXN-125362,2024-03-20,IT,Expense,IT Support,3299.82,EUR,,CC-IT-01,Credit,Approved
TXN-127834,2024-03-20,Sales,Revenue,Subscription Revenue,1826.07,USD,0.56,CC-SALES-02,Bank Transfer,Approved
TXN-120712,2024-03-21,Marketing,Revenue,Affiliate Revenue,145.46,INR,0.46,CC-MKT-03,Bank Transfer,Approved
TXN-114939,2024-03-21,Marketing,Expense,Marketing Campaign,14456.4,INR,,CC-MKT-01,Credit,Approved
TXN-113515,2024-03-21,Sales,Expense,Travel Expenses,3105.73,GBP,,CC-SALES-01,UPI,Approved
TXN-115102,2024-03-21,Operations,Revenue,Consulting Revenue,10322.37,USD,0.34,CC-OPS-02,Credit,Approved
TXN-116279,2024-03-21,Operations,Expense,Maintenance,1127.07,USD,,CC-OPS-04,Bank Transfer,Approved
TXN-127984,2024-03-21,Sales,Expense,Client Entertainment,399.05,INR,,CC-SALES-02,Credit,Approved
TXN-121477,2024-03-21,Operations,Revenue,Service Fees,46641.49,EUR,0.37,CC-OPS-01,Bank Transfer,Approved
TXN-117544,2024-03-21,Sales,Revenue,Product Sales,13903.8,USD,0.65,CC-SALES-02,Bank Transfer,Rejected
TXN-102839,2024-03-21,Sales,Expense,Travel Expenses,287.01,USD,,CC-SALES-03,Credit,Approved
TXN-124777,2024-03-21,Sales,Revenue,Product Sales,5263.3,USD,0.65,CC-SALES-02,Credit,Approved
TXN-100450,2024-03-21,Operations,Expense,Utilities,1362.89,USD,,CC-OPS-02,Credit,Approved
TXN-103094,2024-03-21,HR,Expense,Employee Events,10333.11,USD,,CC-HR-02,Bank Transfer,Approved
TXN-110311,2024-03-21,Sales,Revenue,Product Sales,623.74,USD,0.62,CC-SALES-02,Bank Transfer,Approved
TXN-127691,2024-03-21,Marketing,Revenue,Sponsorship Income,1678.23,USD,0.34,CC-MKT-01,Credit,Approved
TXN-106377,2024-03-21,Marketing,Revenue,Campaign Revenue,6442.01,GBP,0.42,CC-MKT-03,Cash,Approved
TXN-102618,2024-03-21,Operations,Revenue,Operational Revenue,36131.58,GBP,0.47,CC-OPS-02,Bank Transfer,Approved
TXN-103342,2024-03-21,Sales,Expense,Sales Tools,616.49,EUR,,CC-SALES-01,Bank Transfer,Approved
TXN-119965,2024-03-21,HR,Expense,Training Programs,2216.91,EUR,,CC-HR-01,Bank Transfer,Approved
TXN-102257,2024-03-21,Sales,Revenue,License Sales,4431.85,INR,0.73,CC-SALES-01,Bank Transfer,Approved
TXN-128433,2024-03-21,Sales,Revenue,License Sales,164.62,INR,0.48,CC-SALES-02,Bank Transfer,Approved
TXN-118689,2024-03-21,Operations,Expense,Office Rent,310.85,USD,,CC-OPS-04,Credit,Pending
TXN-123454,2024-03-21,Operations,Expense,Utilities,14178.12,USD,,CC-OPS-03,UPI,Approved
TXN-107039,2024-03-21,Sales,Revenue,Contract Revenue,1017.84,EUR,0.65,CC-SALES-02,Bank Transfer,Approved
TXN-122839,2024-03-21,Operations,Revenue,Consulting Revenue,5182.85,INR,0.39,CC-OPS-03,Credit,Approved
TXN-120119,2024-03-21,Sales,Revenue,Contract Revenue,5104.73,GBP,0.44,CC-SALES-03,UPI,Approved
TXN-121244,2024-03-21,Operations,Revenue,Service Fees,13159.4,GBP,0.51,CC-OPS-03,Credit,Approved
TXN-117967,2024-03-21,Sales,Expense,Sales Commission,2738.02,USD,,CC-SALES-01,Credit,Approved
TXN-126199,2024-03-21,Sales,Revenue,Product Sales,29658.67,USD,0.77,CC-SALES-02,Cash,Approved
TXN-120756,2024-03-21,Operations,Expense,Supplies,137.51,USD,,CC-OPS-02,Cash,Approved
TXN-121905,2024-03-21,Sales,Revenue,Product Sales,5451.72,GBP,0.65,CC-SALES-01,Bank Transfer,Approved
TXN-109765,2024-03-21,IT,Expense,Cybersecurity,7482.57,USD,,CC-IT-01,Credit,Rejected
TXN-123423,2024-03-21,Marketing,Expense,Brand Development,25219.97,INR,,CC-MKT-03,Bank Transfer,Approved
TXN-105597,2024-03-21,Marketing,Expense,Social Media Ads,261.57,INR,,CC-MKT-02,Bank Transfer,Approved
TXN-112735,2024-03-21,Operations,Expense,Utilities,4612.22,USD,,CC-OPS-03,Cash,Rejected
TXN-129886,2024-03-21,Operations,Expense,Office Rent,1051.75,USD,,CC-OPS-01,UPI,Approved
TXN-128299,2024-03-21,Marketing,Revenue,Affiliate Revenue,3666.15,EUR,0.43,CC-MKT-03,Bank Transfer,Approved
TXN-117251,2024-03-21,Marketing,Expense,Advertising Spend,918.93,USD,,CC-MKT-03,UPI,Approved
TXN-119622,2024-03-21,Marketing,Revenue,Campaign Revenue,4428.66,USD,0.45,CC-MKT-02,Bank Transfer,Pending
TXN-121485,2024-03-21,Sales,Expense,Sales Commission,1643.32,INR,,CC-SALES-02,Bank Transfer,Pending
TXN-123370,2024-03-21,IT,Expense,IT Support,9571.06,INR,,CC-IT-02,Bank Transfer,Approved
TXN-115883,2024-03-21,Operations,Revenue,Service Fees,1938.8,INR,0.27,CC-OPS-04,Bank Transfer,Approved
TXN-122844,2024-03-21,HR,Expense,Payroll Taxes,20717.17,GBP,,CC-HR-01,UPI,Approved
TXN-122189,2024-03-21,Sales,Revenue,Contract Revenue,2736.38,GBP,0.72,CC-SALES-02,Credit,Approved
TXN-121875,2024-03-21,Sales,Revenue,Product Sales,2753.32,INR,0.69,CC-SALES-01,Credit,Approved
TXN-100118,2024-03-21,Sales,Expense,Sales Commission,2839.74,INR,,CC-SALES-01,Credit,Approved
TXN-123037,2024-03-21,Operations,Revenue,Operational Revenue,49691.97,USD,0.33,CC-OPS-02,Credit,Pending
TXN-126204,2024-03-22,Operations,Expense,Supplies,7070.39,INR,,CC-OPS-02,Bank Transfer,Approved
TXN-122521,2024-03-22,Operations,Expense,Maintenance,620.58,EUR,,CC-OPS-01,Bank Transfer,Approved
TXN-102182,2024-03-22,IT,Expense,Software Licenses,1836.02,EUR,,CC-IT-01,Credit,Approved
TXN-126461,2024-03-22,IT,Expense,Network Costs,5392.47,INR,,CC-IT-02,Bank Transfer,Approved
TXN-101683,2024-03-22,Marketing,Expense,Social Media Ads,13369.53,EUR,,CC-MKT-03,UPI,Approved
TXN-103049,2024-03-22,HR,Expense,Salaries,28674.19,GBP,,CC-HR-01,UPI,Approved
TXN-114477,2024-03-22,HR,Expense,Training Programs,14071.2,USD,,CC-HR-02,Bank Transfer,Approved
TXN-109824,2024-03-22,Operations,Revenue,Consulting Revenue,13921.25,USD,0.25,CC-OPS-02,Bank Transfer,Approved
TXN-104384,2024-03-22,Sales,Expense,Client Entertainment,1952.36,USD,,CC-SALES-03,Bank Transfer,Approved
TXN-117423,2024-03-22,IT,Expense,Network Costs,5908.4,INR,,CC-IT-01,Bank Transfer,Approved
TXN-101385,2024-03-22,Sales,Expense,Client Entertainment,2566.13,USD,,CC-SALES-01,Bank Transfer,Approved
TXN-107681,2024-03-22,Sales,Revenue,License Sales,29276.32,GBP,0.71,CC-SALES-02,UPI,Approved
TXN-128766,2024-03-22,Sales,Revenue,Product Sales,1133.76,USD,0.77,CC-SALES-02,Bank Transfer,Approved
TXN-100860,2024-03-22,Marketing,Expense,Brand Development,5022.54,USD,,CC-MKT-02,Bank Transfer,Approved
